row,studyID,authors,year,title,journal,species,n,female,dropout,age,site,attempt_replication,successful_replication,species_comparison
234,241,"Völter, Sentís, Call",2016,Great apes and children infer causal relations from patterns of variation and covariation,Cognition,orangutan,5,3,1,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
235,241,"Völter, Sentís, Call",2016,Great apes and children infer causal relations from patterns of variation and covariation,Cognition,Western lowland gorilla,4,0,4,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
236,227,"Völter, Rossano, Call",2015,From exploitation to cooperation: social tool use in orang-utan mothereoffspring dyads,Animal Behaviour,orangutan,6,4,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,no
237,294,"Völter, Call",2018,Intuitive optics: what great apes infer from mirrors and shadows,Animal Cognition,chimpanzee,10,7,1,adult,Wolfgang Köhler Primate Research Center,yes,yes,yes
238,294,"Völter, Call",2018,Intuitive optics: what great apes infer from mirrors and shadows,Animal Cognition,bonobo,8,5,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
239,294,"Völter, Call",2018,Intuitive optics: what great apes infer from mirrors and shadows,Animal Cognition,orangutan,6,4,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
240,37,"Bueno-Guerra, Völter, de las Heras, Colell,Call",2019,"Bargaining in chimpanzees (Pan troglodytes): The effect of cost, amount of gift, reciprocity, and communication.",Journal of Comparative Psychology,chimpanzee,6,2,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,no
241,187,"Nakata, Eifuku, Tamura",2014,Effects of tilted orientations and face-like configurations on visual search asymmetry in macaques,Animal Cognition,Japanese macaque,2,1,NA,adult,University of Toyama,no,NA,no
242,317,"Overduin-de Vries, Spruijt, Sterck",2014,Long-tailed macaques (Macaca fascicularis) understand what conspecifics can see in a competitive situation,Animal Cognition,long-tailed macaque,14,11,NA,NA,Biomedical Primate Research Centre,no,NA,no
243,22,"Lyn, Russell, Leavens, Bard, Boysen, Schaeffer, Hopkins",2014,Apes communicate about absent and displaced objects: methodology matters,Animal Cognition,chimpanzee,9,7,NA,adult,Yerkes National Primate Research Center,yes,no,yes
244,22,"Lyn, Russell, Leavens, Bard, Boysen, Schaeffer, Hopkins",2014,Apes communicate about absent and displaced objects: methodology matters,Animal Cognition,bonobo,4,3,NA,adult,Ape Cognition & Conservation Initiative,no,NA,yes
245,540,"la Cour, Stone, Hopkins, Menzel, Fragaszy",2014,What limits tool use in nonhuman primates? Insights from tufted capuchin monkeys (Sapajus spp.) and chimpanzees (Pan troglodytes) aligning three-dimensional objects to a surface,Animal Cognition,tufted capuchin,6,0,NA,adult,University of Georgia,no,NA,yes
246,540,"la Cour, Stone, Hopkins, Menzel, Fragaszy",2014,What limits tool use in nonhuman primates? Insights from tufted capuchin monkeys (Sapajus spp.) and chimpanzees (Pan troglodytes) aligning three-dimensional objects to a surface,Animal Cognition,chimpanzee,2,2,NA,adult,Language Research Center,no,NA,yes
247,540,"la Cour, Stone, Hopkins, Menzel, Fragaszy",2014,What limits tool use in nonhuman primates? Insights from tufted capuchin monkeys (Sapajus spp.) and chimpanzees (Pan troglodytes) aligning three-dimensional objects to a surface,Animal Cognition,chimpanzee,1,1,NA,adult,Yerkes National Primate Research Center,yes,yes,yes
248,136,"Casey, Silberberg, Paukner, Suomi",2014,Defining reward value by cross-modal scaling,Animal Cognition,tufted capuchin,7,0,1,adult,Laboratory of Comparative Ethology,no,NA,no
249,80,"Beran, Evans, Paglieri, McIntyre, Addessi, Hopkins",2014,"Chimpanzees (Pan troglodytes) can wait, when they choose to: a study with the hybrid delay task",Animal Cognition,chimpanzee,15,12,NA,adult,Yerkes National Primate Research Center,no,NA,yes
250,80,"Beran, Evans, Paglieri, McIntyre, Addessi, Hopkins",2014,"Chimpanzees (Pan troglodytes) can wait, when they choose to: a study with the hybrid delay task",Animal Cognition,chimpanzee,4,2,NA,adult,Language Research Center,no,NA,yes
251,416,"Kangas, Bergman",2014,Repeated acquisition and discrimination reversal in the squirrel monkey (Saimiri sciureus),Animal Cognition,common squirrel monkey,4,0,NA,adult,McLean Hospital,no,NA,no
252,421,"Morgan, Kornell, Kornblum, Terrace",2014,Retrospective and prospective metacognitive judgments in rhesus macaques (Macaca mulatta),Animal Cognition,rhesus macaque,2,0,NA,adult,New York State Psychiatric Institute,no,NA,no
253,405,"Perdue, Evans, Williamson, Gonsiorowski, Beran",2014,Prospective memory in children and chimpanzees,Animal Cognition,chimpanzee,4,2,NA,adult,Language Research Center,no,NA,no
254,409,Vonk,2014,Quantity matching by an orangutan (Pongo abelii),Animal Cognition,orangutan,1,0,NA,adult,Toronto Zoo,no,NA,no
255,543,"Parrish, Beran",2014,"When less is more: like humans, chimpanzees (Pan troglodytes) misperceive food amounts based on plate size",Animal Cognition,chimpanzee,3,1,NA,adult,Language Research Center,no,NA,no
256,329,"Price, Fischer",2014,Meaning attribution in the West African green monkey: influence of call type and context,Animal Cognition,green monkey,97,NA,NA,adult,Simenti Centre de Recherche de Primatologie,no,NA,no
257,155,"Andersen, Basile, Hampton",2014,Dissociation of visual localization and visual detection in rhesus monkeys (Macaca mulatta),Animal Cognition,rhesus macaque,5,0,NA,adult,Yerkes National Primate Research Center,no,NA,no
258,66,"Drayton, Santos",2014,Capuchins’ (Cebus apella) sensitivity to others’ goal-directed actions in a helping context,Animal Cognition,tufted capuchin,8,5,1,mixed,Comparative Cognition Laboratory at Yale,no,NA,no
259,408,"Vonk, Torgerson-White, McGuire, Thueme, Thomas, Beran",2014,Quantity estimation and comparison in western lowland gorillas (Gorilla gorilla gorilla),Animal Cognition,Western lowland gorilla,2,0,NA,adult,Detroit Zoological Society,no,NA,no
260,311,"Jones, Pearson, DeWind, Paulsen, Tenekedjieva, Brannon",2014,Lemurs and macaques show similar numerical sensitivity,Animal Cognition,ring-tailed lemur,4,0,NA,NA,Duke Lemur Center,no,NA,yes
261,311,"Jones, Pearson, DeWind, Paulsen, Tenekedjieva, Brannon",2014,Lemurs and macaques show similar numerical sensitivity,Animal Cognition,blue-eyed black lemur,4,0,NA,NA,Duke Lemur Center,no,NA,yes
262,311,"Jones, Pearson, DeWind, Paulsen, Tenekedjieva, Brannon",2014,Lemurs and macaques show similar numerical sensitivity,Animal Cognition,mongoose lemur,4,0,NA,NA,Duke Lemur Center,no,NA,yes
263,311,"Jones, Pearson, DeWind, Paulsen, Tenekedjieva, Brannon",2014,Lemurs and macaques show similar numerical sensitivity,Animal Cognition,rhesus macaque,4,0,NA,NA,Duke University,no,NA,yes
264,52,"Mulcahy, Schubiger",2014,Can orangutans (Pongo abelii) infer tool functionality?,Animal Cognition,orangutan,4,1,NA,adult,Singapore Zoo,no,NA,no
265,441,"Teichroeb, Chapman",2014,Sensory information and associative cues used in food detection by wild vervet monkeys,Animal Cognition,vervet monkey,24,NA,NA,mixed,Lake Nabugabo,no,NA,no
266,515,"Davila-Ross, Hutchinson, Russell, Schaeffer, Billard, Hopkins, Bard",2014,Triggering social interactions: chimpanzees respond to imitation by a humanoid robot and request responses from it,Animal Cognition,chimpanzee,16,9,6,mixed,Yerkes National Primate Research Center,no,NA,no
267,459,"Noë, Laporte",2014,Socio-spatial cognition in vervet monkeys,Animal Cognition,vervet monkey,26,NA,NA,mixed,Loskop Dam Nature Reserve,no,NA,no
268,410,"Avdagic, Jensen, Altschul, Terrace",2014,Rapid cognitive flexibility of rhesus macaques performing psychophysical task-switching,Animal Cognition,rhesus macaque,3,0,NA,adult,New York State Psychiatric Institute,no,NA,no
269,277,"Hopper, Price, Freeman, Lambeth, Schapiro, Kendal",2014,"Influence of personality, age, sex, and estrous state on chimpanzee problem-solving success",Animal Cognition,chimpanzee,36,24,NA,adult,Michale E. Keeling Center for Comparative Medicine and Research,no,NA,no
270,188,"Maugard, Wasserman, Castro, Fagot",2014,Effects of training condition on the contribution of specific items to relational processing in baboons (Papio papio),Animal Cognition,Guinea baboon,13,NA,NA,mixed,CNRS Primate Centre in Rousset-sur-Arc,no,NA,no
271,482,"Rosati, Rodriguez, Hare",2014,The ecology of spatial memory in four lemur species,Animal Cognition,black-and-white ruffed lemur,16,6,NA,adult,Duke Lemur Center,no,NA,yes
272,482,"Rosati, Rodriguez, Hare",2014,The ecology of spatial memory in four lemur species,Animal Cognition,ring-tailed lemur,18,9,NA,adult,Duke Lemur Center,no,NA,yes
273,482,"Rosati, Rodriguez, Hare",2014,The ecology of spatial memory in four lemur species,Animal Cognition,mongoose lemur,11,6,NA,adult,Duke Lemur Center,no,NA,yes
274,482,"Rosati, Rodriguez, Hare",2014,The ecology of spatial memory in four lemur species,Animal Cognition,Coquerel's sifaka,19,9,NA,adult,Duke Lemur Center,no,NA,yes
275,229,"Proctor, Williamson, Latzman, de Waal, Brosnan",2014,"Gambling primates: reactions to a modified Iowa Gambling Task in humans, chimpanzees and capuchin monkeys",Animal Cognition,chimpanzee,3,1,NA,adult,Language Research Center,no,NA,no
276,229,"Proctor, Williamson, Latzman, de Waal, Brosnan",2014,"Gambling primates: reactions to a modified Iowa Gambling Task in humans, chimpanzees and capuchin monkeys",Animal Cognition,chimpanzee,6,6,NA,adult,Yerkes National Primate Research Center,no,NA,no
277,229,"Proctor, Williamson, Latzman, de Waal, Brosnan",2014,"Gambling primates: reactions to a modified Iowa Gambling Task in humans, chimpanzees and capuchin monkeys",Animal Cognition,tufted capuchin,8,3,1,adult,Language Research Center,no,NA,no
278,7,"Albiach-Serrano, Call",2014,A reversed-reward contingency task reveals causal knowledge in chimpanzees (Pan troglodytes),Animal Cognition,chimpanzee,13,9,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,no
279,175,"Kuroshima, Kaiser, Fragaszy",2014,Does own experience affect perception of others’ actions in capuchin monkeys (Cebus apella)?,Animal Cognition,tufted capuchin,8,0,NA,adult,University of Georgia,no,NA,no
280,173,"McAuliffe, Shelton, Stone",2014,Does effort influence inequity aversion in cotton-top tamarins (Saguinus oedipus)?,Animal Cognition,cotton-top tamarin,12,6,NA,adult,Cognitive Evolution Laboratory at Harvard,no,NA,no
281,453,"Hopper, Lambeth, Schapiro, Brosnan",2014,"Social comparison mediates chimpanzees’ responses to loss, not frustration",Animal Cognition,chimpanzee,18,10,NA,adult,Michale E. Keeling Center for Comparative Medicine and Research,no,NA,no
282,332,Marsh,2014,Metacognitive-like information seeking in lion-tailed macaques: a generalized search response after all?,Animal Cognition,lion-tailed macaque,3,0,NA,adult,Bucknell University,no,NA,no
283,44,"Bourjade, Call, Pelé, Maumy, Dufour",2014,"Bonobos and orangutans, but not chimpanzees, flexibly plan for the future in a token-exchange task",Animal Cognition,bonobo,5,2,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,yes
284,44,"Bourjade, Call, Pelé, Maumy, Dufour",2014,"Bonobos and orangutans, but not chimpanzees, flexibly plan for the future in a token-exchange task",Animal Cognition,orangutan,4,3,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,yes
285,44,"Bourjade, Call, Pelé, Maumy, Dufour",2014,"Bonobos and orangutans, but not chimpanzees, flexibly plan for the future in a token-exchange task",Animal Cognition,chimpanzee,4,3,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,yes
286,204,"Sorrentino, Sabbatini, Truppa, Bordonali, Taffoni, Formica, Baldassarre, Mirolli, Guglielmelli, Visalberghi",2014,Exploration and learning in capuchin monkeys (Sapajus spp.): the role of action–outcome contingencies,Animal Cognition,tufted capuchin,16,8,NA,adult,ISTC-CNR Primate Centre,no,NA,no
287,374,"Vonk, Hamilton",2014,Orangutans (Pongo abelii) and a gorilla (Gorilla gorilla gorilla) match features in familiar and unfamiliar individuals,Animal Cognition,orangutan,4,1,NA,adult,Toronto Zoo,no,NA,no
288,374,"Vonk, Hamilton",2014,Orangutans (Pongo abelii) and a gorilla (Gorilla gorilla gorilla) match features in familiar and unfamiliar individuals,Animal Cognition,Western lowland gorilla,1,1,NA,juvenile,Toronto Zoo,no,NA,no
289,437,"Méary, Li, Li, Guo, Pascalis",2014,Seeing two faces together: preference formation in humans and rhesus macaques,Animal Cognition,rhesus macaque,5,0,NA,adult,Beijing Normal University,no,NA,no
290,92,"Völter, Mundry, Call, Seed",2019,Chimpanzees flexibly update working memory contents and show susceptibility to distraction in the self-ordered search task,Proceedings of the Royal Society B,chimpanzee,9,4,4,adult,Wolfgang Köhler Primate Research Center,no,NA,no
291,41,"Blanchard, Wolfe, Vlaev, Winston, Hayden",2014,Biases in preferences for sequences of outcomes in monkeys,Cognition,rhesus macaque,3,0,NA,NA,University of Rochester,no,NA,no
292,494,"Martin, Santos",2014,The origins of belief representation: Monkeys fail to automatically represent others’ beliefs,Cognition,rhesus macaque,121,NA,214,NA,Cayo Santiago,no,NA,no
293,535,"Addessi, Bellagamba, Delfino, De Petrillo, Focaroli, Macchitella, Maggiorelli, Pace, Pecora,Rossi, Sbaffi, Tasselli, Paglieri",2014,"Waiting by mistake: Symbolic representation of rewards modulates intertemporal choice in capuchin monkeys, preschool children and adult humans",Cognition,tufted capuchin,10,4,NA,adult,ISTC-CNR Primate Centre,no,NA,no
294,21,"Rakoczy, Clüver, Saucke, Stoffregen, Gräbener, Migura, Call",2014,Apes are intuitive statisticians,Cognition,chimpanzee,17,11,1,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
295,21,"Rakoczy, Clüver, Saucke, Stoffregen, Gräbener, Migura, Call",2014,Apes are intuitive statisticians,Cognition,bonobo,5,3,1,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
296,21,"Rakoczy, Clüver, Saucke, Stoffregen, Gräbener, Migura, Call",2014,Apes are intuitive statisticians,Cognition,orangutan,6,5,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
297,21,"Rakoczy, Clüver, Saucke, Stoffregen, Gräbener, Migura, Call",2014,Apes are intuitive statisticians,Cognition,Western lowland gorilla,5,1,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
298,148,"Kaneko, Tomonaga",2014,Differential reliance of chimpanzees and humans on automatic and deliberate control of motor actions,Cognition,chimpanzee,5,4,NA,adult,Primate Research Institute,no,NA,no
299,426,"Drucker, Brannon",2014,Rhesus monkeys (Macaca mulatta) map number onto space,Cognition,rhesus macaque,4,0,NA,adult,Duke University,no,NA,no
300,237,"Beran, Perdue, Futch, Smith, Evans, Parrish",2015,Go when you know: Chimpanzees’ confidence movements reflect their responses in a computerized memory task,Cognition,chimpanzee,2,1,NA,adult,Language Research Center,no,NA,no
301,450,"Krachun, Lurz, Russell, Hopkins",2016,Smoke and mirrors: Testing the scope of chimpanzees’ appearance–reality understanding,Cognition,chimpanzee,6,3,NA,adult,Yerkes National Primate Research Center,yes,yes,no
302,450,"Krachun, Lurz, Russell, Hopkins",2016,Smoke and mirrors: Testing the scope of chimpanzees’ appearance–reality understanding,Cognition,chimpanzee,4,2,NA,adult,Language Research Center,yes,yes,no
303,120,"Kowaguchi, Patel, Bunnell, Kralik",2016,Competitive control of cognition in rhesus monkeys,Cognition,rhesus macaque,4,0,NA,adult,Center for Comparative Medicine and Research,no,NA,no
304,69,"Matsuno, Tomonaga",2017,Causal capture effects in chimpanzees (Pan troglodytes),Cognition,chimpanzee,6,4,NA,mixed,Primate Research Institute,no,NA,no
305,99,"Ravignani, Sonnweber",2017,Chimpanzees process structural isomorphisms across sensory modalities,Cognition,chimpanzee,2,1,NA,adult,Edinburgh Zoo,no,NA,no
306,153,"Basile, Hampton",2017,Dissociation of item and source memory in rhesus monkeys,Cognition,rhesus macaque,12,0,NA,adult,Yerkes National Primate Research Center,no,NA,no
307,461,"Paxton Gazes, Diamond, Hope, Caillaud, Stoinski, Hampton",2017,Spatial representation of magnitude in gorillas and orangutans,Cognition,Western lowland gorilla,4,0,0,mixed,Zoo Atlanta,no,NA,yes
308,461,"Paxton Gazes, Diamond, Hope, Caillaud, Stoinski, Hampton",2017,Spatial representation of magnitude in gorillas and orangutans,Cognition,orangutan,5,1,0,mixed,Zoo Atlanta,no,NA,yes
309,539,"Drayton, Santos",2018,What do monkeys know about others’ knowledge?,Cognition,rhesus macaque,81,35,36,mixed,Cayo Santiago,no,NA,no
310,394,"Brady, Hampton",2018,Post-encoding control of working memory enhances processing of relevant information in rhesus monkeys (Macaca mulatta),Cognition,rhesus macaque,8,0,0,adult,Yerkes National Primate Research Center,no,NA,no
311,10,"Sampson, Khan, Nisenbaum, Kralik",2018,Abstraction promotes creative problem-solving in rhesus monkeys,Cognition,rhesus macaque,4,0,NA,adult,Center for Comparative Medicine and Research,no,NA,no
312,296,"Eckert, Call, Hermes, Herrmann,Rakoczy",2018,Intuitive statistical inferences in chimpanzees and humans follow Weber’s law,Cognition,chimpanzee,24,12,NA,mixed,Ngamba Island Chimpanzee Sanctuary,yes,yes,no
313,377,"Botting, Bastian",2019,"Orangutans (Pongo pygmaeus and Hybrid) and Gorillas (Gorilla gorilla gorilla) Modify Their Visual, but Not Auditory, Communicative Behaviors, Depending on the Attentional State of a Human Experimenter",International Journal of Primatology,Western lowland gorilla,6,3,NA,adult,Smithsonian’s National Zoological Park,conceptual,yes,yes
314,377,"Botting, Bastian",2019,"Orangutans (Pongo pygmaeus and Hybrid) and Gorillas (Gorilla gorilla gorilla) Modify Their Visual, but Not Auditory, Communicative Behaviors, Depending on the Attentional State of a Human Experimenter",International Journal of Primatology,orangutan,4,3,NA,adult,Smithsonian’s National Zoological Park,conceptual,yes,yes
315,377,"Botting, Bastian",2019,"Orangutans (Pongo pygmaeus and Hybrid) and Gorillas (Gorilla gorilla gorilla) Modify Their Visual, but Not Auditory, Communicative Behaviors, Depending on the Attentional State of a Human Experimenter",International Journal of Primatology,orangutan,2,1,NA,adult,Smithsonian’s National Zoological Park,conceptual,yes,yes
316,45,"Genty, Neumann, Zuberbühler",2015,Bonobos modify communication signals according to recipient familiarity,Scientific Reports,bonobo,10,6,2,mixed,Lola ya Bonobo Sanctuary,yes,yes,no
317,190,"Tomonaga, Imura",2015,Efficient search for a face by chimpanzees (Pan troglodytes),Scientific Reports,chimpanzee,3,3,NA,adult,Primate Research Institute,no,NA,no
318,238,"Atsumi, Koda, Masataka",2017,Goal attribution to inanimate moving objects by Japanese macaques (Macaca fuscata),Scientific Reports,Japanese macaque,3,3,NA,adult,Primate Research Institute,no,NA,no
319,102,"Martin, Biro, Matsuzawa",2017,Chimpanzees spontaneously take turns in a shared serial ordering task,Scientific Reports,chimpanzee,6,5,NA,mixed,Primate Research Institute,no,NA,no
320,353,"Zhou, Wang, Zhou, Liu, Lu, Wang, Li, Peng, Zuo",2015,Neonatal exposure to sevoflurane may not cause learning and memory deficits and behavioral abnormality in the childhood of Cynomolgus monkeys,Scientific Reports,long-tailed macaque,12,0,NA,infant,Southern China Primates Research Center,no,NA,no
321,290,"Yu, Tomonaga",2016,Interactional synchrony in chimpanzees: Examination through a finger-tapping experiment,Scientific Reports,chimpanzee,4,4,NA,adult,Primate Research Institute,no,NA,no
322,309,"Christopoulos, Kagan, Andersen",2018,Lateral intraparietal area (LIP) is largely effector-specific in free-choice decisions,Scientific Reports,rhesus macaque,2,0,NA,adult,California Institute of Technology,no,NA,no
323,396,"Madrid, Oztan, Sclafani, Del Rosso, Calonder, Chun, Capitanio, Garner, Parker",2017,Preference for novel faces in male infant monkeys predicts cerebrospinal fluid oxytocin concentrations later in life,Scientific Reports,rhesus macaque,60,0,NA,infant,California National Primate Research Center,yes,yes,no
324,359,"Lanzilotto, Gerbella, Perciavalle, Lucchetti",2017,Neuronal Encoding of Self and Others’ Head Rotation in the Macaque Dorsal Prefrontal Cortex,Scientific Reports,long-tailed macaque,2,2,NA,adult,University of Modena and Reggio Emilia,no,NA,no
325,109,"Forss, Willems, Call, van Schaik",2016,Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis,Scientific Reports,orangutan,5,3,NA,mixed,Durrell Wildlife Trust,no,NA,yes
326,109,"Forss, Willems, Call, van Schaik",2016,Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis,Scientific Reports,orangutan,6,5,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
327,109,"Forss, Willems, Call, van Schaik",2016,Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis,Scientific Reports,orangutan,4,3,NA,mixed,Dortmund Zoo,no,NA,yes
328,109,"Forss, Willems, Call, van Schaik",2016,Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis,Scientific Reports,orangutan,4,2,NA,mixed,Basel Zoo,no,NA,yes
329,109,"Forss, Willems, Call, van Schaik",2016,Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis,Scientific Reports,orangutan,2,0,NA,mixed,Allwetterzoo Münster,no,NA,yes
330,109,"Forss, Willems, Call, van Schaik",2016,Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis,Scientific Reports,orangutan,7,5,NA,mixed,Apenheul Primate Park,no,NA,yes
331,109,"Forss, Willems, Call, van Schaik",2016,Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis,Scientific Reports,orangutan,2,2,NA,mixed,Paignton Zoo,no,NA,yes
332,109,"Forss, Willems, Call, van Schaik",2016,Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis,Scientific Reports,orangutan,1,0,NA,mixed,Twycross Zoo,no,NA,yes
333,109,"Forss, Willems, Call, van Schaik",2016,Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis,Scientific Reports,orangutan,2,2,NA,mixed,Blackpool Zoo,no,NA,yes
334,325,"Finn, Crutchfield, Bliss-Moreau",2019,Macaques preferentially attend to visual patterns with higher fractal dimension contours,Scientific Reports,rhesus macaque,7,0,NA,adult,University of California Davis,no,NA,no
335,531,"Woo, Koh, Shin, Yang,  Choe, Lee, Han",2018,Visual stimulation-induced mild stress enhances cognitive behavior in cynomolgus monkey,Scientific Reports,long-tailed macaque,12,0,NA,juvenile,Korea Institute of Toxicology,no,NA,no
336,287,"Deshpande, Gupta, Sinha",2018,Intentional communication between wild bonnet macaques and humans,Scientific Reports,bonnet macaque,92,NA,NA,juvenile,Bandipur National Park,no,NA,no
337,438,"Claidière, Whiten, Mareno, Messer, Brosnan, Hopper, Lambeth, Schapiro, McGuigan",2015,"Selective and contagious prosocial resource donation in capuchin monkeys, chimpanzees and humans",Scientific Reports,chimpanzee,16,14,NA,adult,Michale E. Keeling Center for Comparative Medicine and Research,no,NA,yes
338,438,"Claidière, Whiten, Mareno, Messer, Brosnan, Hopper, Lambeth, Schapiro, McGuigan",2015,"Selective and contagious prosocial resource donation in capuchin monkeys, chimpanzees and humans",Scientific Reports,tufted capuchin,14,4,NA,mixed,Edinburgh Zoo,no,NA,yes
339,291,"Tseng, Rajangam, Lehew, Lebedev, Nicolelis",2018,Interbrain cortical synchronization encodes multiple aspects of social interactions in monkey pairs,Scientific Reports,rhesus macaque,3,0,0,adult,Duke University,no,NA,no
340,195,"Keenan, Mathevon, Stevens, Guéry, Zuberbühler, Levréro",2016,Enduring voice recognition in bonobos,Scientific Reports,bonobo,5,NA,0,adult,Apenheul Primate Park,no,NA,no
341,195,"Keenan, Mathevon, Stevens, Guéry, Zuberbühler, Levréro",2016,Enduring voice recognition in bonobos,Scientific Reports,bonobo,6,NA,0,adult,Planckendael Zoo,no,NA,no
342,195,"Keenan, Mathevon, Stevens, Guéry, Zuberbühler, Levréro",2016,Enduring voice recognition in bonobos,Scientific Reports,bonobo,4,NA,0,adult,La Vallée des Singes,no,NA,no
343,379,"Damerius, Forss, Kosonen, Willems, Burkart, Call, Galdikas, Liebal, Haun, van Schaik",2017,Orientation toward humans predicts cognitive performance in orang-utans,Scientific Reports,orangutan,4,NA,NA,mixed,Dortmund Zoo,no,NA,no
344,379,"Damerius, Forss, Kosonen, Willems, Burkart, Call, Galdikas, Liebal, Haun, van Schaik",2017,Orientation toward humans predicts cognitive performance in orang-utans,Scientific Reports,orangutan,2,NA,NA,adult,Twycross Zoo,no,NA,no
345,379,"Damerius, Forss, Kosonen, Willems, Burkart, Call, Galdikas, Liebal, Haun, van Schaik",2017,Orientation toward humans predicts cognitive performance in orang-utans,Scientific Reports,orangutan,5,NA,NA,mixed,Durrell Wildlife Trust,no,NA,no
346,379,"Damerius, Forss, Kosonen, Willems, Burkart, Call, Galdikas, Liebal, Haun, van Schaik",2017,Orientation toward humans predicts cognitive performance in orang-utans,Scientific Reports,orangutan,6,NA,NA,mixed,Allwetterzoo Münster,no,NA,no
347,379,"Damerius, Forss, Kosonen, Willems, Burkart, Call, Galdikas, Liebal, Haun, van Schaik",2017,Orientation toward humans predicts cognitive performance in orang-utans,Scientific Reports,orangutan,4,NA,NA,mixed,Basel Zoo,no,NA,no
348,379,"Damerius, Forss, Kosonen, Willems, Burkart, Call, Galdikas, Liebal, Haun, van Schaik",2017,Orientation toward humans predicts cognitive performance in orang-utans,Scientific Reports,orangutan,8,NA,NA,mixed,Apenheul Primate Park,no,NA,no
349,379,"Damerius, Forss, Kosonen, Willems, Burkart, Call, Galdikas, Liebal, Haun, van Schaik",2017,Orientation toward humans predicts cognitive performance in orang-utans,Scientific Reports,orangutan,6,NA,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,no
350,379,"Damerius, Forss, Kosonen, Willems, Burkart, Call, Galdikas, Liebal, Haun, van Schaik",2017,Orientation toward humans predicts cognitive performance in orang-utans,Scientific Reports,orangutan,4,NA,NA,adult,Blackpool Zoo,no,NA,no
351,379,"Damerius, Forss, Kosonen, Willems, Burkart, Call, Galdikas, Liebal, Haun, van Schaik",2017,Orientation toward humans predicts cognitive performance in orang-utans,Scientific Reports,orangutan,2,NA,NA,adult,Paignton Zoo,no,NA,no
352,379,"Damerius, Forss, Kosonen, Willems, Burkart, Call, Galdikas, Liebal, Haun, van Schaik",2017,Orientation toward humans predicts cognitive performance in orang-utans,Scientific Reports,orangutan,5,NA,NA,mixed,Danau Alo Release site,no,NA,no
353,379,"Damerius, Forss, Kosonen, Willems, Burkart, Call, Galdikas, Liebal, Haun, van Schaik",2017,Orientation toward humans predicts cognitive performance in orang-utans,Scientific Reports,orangutan,18,NA,NA,mixed,Nyarung Menteng,no,NA,no
354,379,"Damerius, Forss, Kosonen, Willems, Burkart, Call, Galdikas, Liebal, Haun, van Schaik",2017,Orientation toward humans predicts cognitive performance in orang-utans,Scientific Reports,orangutan,28,NA,NA,mixed,Orangutan Care Center and Quarantine,no,NA,no
355,379,"Damerius, Forss, Kosonen, Willems, Burkart, Call, Galdikas, Liebal, Haun, van Schaik",2017,Orientation toward humans predicts cognitive performance in orang-utans,Scientific Reports,orangutan,11,NA,NA,mixed,Quarantine Batu M’Belin,no,NA,no
356,358,"Falcone, Cirillo, Ferraina, Genovesio",2017,Neural activity in macaque medial frontal cortex represents others’ choices,Scientific Reports,rhesus macaque,2,0,0,adult,University of Rome,no,NA,no
357,451,"Le, Isbell, Matsumoto, Le, Nishimaru, Hori, Maior, Tomaz, Ono, Nishijo",2016,"Snakes elicit earlier, and monkey faces, later, gamma oscillations in macaque pulvinar neurons",Scientific Reports,Japanese macaque,2,1,0,adult,University of Toyama,no,NA,no
358,11,"Nelissen, Vanduffel",2017,Action Categorization in Rhesus Monkeys: discrimination of grasping from non-grasping manual motor acts,Scientific Reports,rhesus macaque,2,0,0,juvenile,KU Leuven,no,NA,no
359,47,"Tan, Ariely, Hare",2017,Bonobos respond prosocially toward members of other groups,Scientific Reports,bonobo,25,12,NA,mixed,Lola ya Bonobo Sanctuary,no,NA,no
360,111,"Koskia, Burkart",2015,Common marmosets show social plasticity and group-level similarity in personality,Scientific Reports,common marmoset,17,NA,NA,adult,Anthropological Institute Primate Research Station,no,NA,no
